Number,Class,Proper Shipping Name,Health,Fire,Reactivity,Special
3152,9,"Polyhalogenated biphenyls, solid or Polyhalogenated terphenyls, solid",,,,
3153,2.1,Perfluoro(methyl vinyl ether),,,,
3154,2.1,Perfluoro(ethyl vinyl ether),,,,
3155,6.1,Pentachlorophenol,3,0,0,
3156,2.2,"Compressed gas, oxidizing, n.o.s.",,,,
3157,2.2,"Liquefied gas, oxidizing, n.o.s.",,,,
3158,2.2,"Gas, refrigerated liquid, n.o.s. (cryogenic liquid)",,,,
3159,2.2,"1,1,1,2-Tetrafluoroethane or Refrigerant gas R 134a",,,,
3160,2.3,"Liquefied gas, toxic, flammable, n.o.s. Inhalation Hazard Zone A, B, C, or D",,,,
3161,2.1,"Liquefied gas, flammable, n.o.s.",,,,
3162,2.3,"Liquefied gas, toxic, n.o.s. Inhalation Hazard Zone A, B, C, or D",,,,
3163,2.2,"Liquefied gas, n.o.s.",,,,
3164,2.2,"Articles, pressurized pneumatic or Hydraulic (containing non-flammable gas)",,,,
3165,3,Aircraft hydraulic power unit fuel tank (containing a mixture of anhydrous hydrazine and monomethyl hydrazine) (M86 fuel),,,,
3166,9,"Engines, internal combustion, flammable gas powered or Engines, internal combustion, flammable liquid powered or Vehicle, flammable gas powered or Vehicle, flammable liquid powered",,,,
3167,2.1,"Gas sample, non-pressurized, flammable, n.o.s., not refrigerated liquid",,,,
3168,2.3,"Gas sample, non-pressurized, toxic, flammable, n.o.s., not refrigerated liquid",,,,
3169,2.3,"Gas sample, non-pressurized, toxic, n.o.s., not refrigerated liquid",,,,
3170,4.3,Aluminum smelting by-products or Aluminum remelting by-products or Aluminum Dross,,,,
3171,9,Battery-powered vehicle or Battery-powered equipment,,,,
3172,6.1,"Toxins, extracted from living sources, liquid, n.o.s",,,,
3174,4.2,Titanium disulfide,,,,
3175,4.1,"Solids containing flammable liquid, n.o.s.",,,,
3176,4.1,"Flammable solid, organic, molten, n.o.s.",,,,
3178,4.1,"Flammable solid, inorganic, n.o.s.",,,,
3179,4.1,"Flammable solid, toxic, inorganic, n.o.s.",,,,
3180,4.1,"Flammable solid, corrosive, inorganic, n.o.s.",,,,
3181,4.1,"Metal salts of organic compounds, flammable, n.o.s.",,,,
3182,4.1,"Metal hydrides, flammable, n.o.s.",,,,
3183,4.2,"Self-heating liquid, organic, n.o.s.",,,,
3184,4.2,"Self-heating liquid, toxic, organic, n.o.s.",,,,
3185,4.2,"Self-heating liquid, corrosive, organic, n.o.s.",,,,
3186,4.2,"Self-heating liquid, inorganic, n.o.s.",,,,
3187,4.2,"Self-heating liquid, toxic, inorganic, n.o.s.",,,,
3188,4.2,"Self-heating liquid, corrosive, inorganic, n.o.s.",,,,
3189,4.2,"Metal powder, self-heating, n.o.s.",,,,
3190,4.2,"Self-heating solid, inorganic, n.o.s.",,,,
3191,4.2,"Self-heating solid, toxic, inorganic, n.o.s.",,,,
3192,4.2,"Self-heating solid, corrosive, inorganic, n.o.s.",,,,
3194,4.2,"Pyrophoric liquid, inorganic, n.o.s.",,,,
3200,4.2,"Pyrophoric solid, inorganic, n.o.s.",,,,
3205,4.2,"Alkaline earth metal alcoholates, n.o.s.",,,,
3206,4.2,"Alkali metal alcoholates, self-heating, corrosive, n.o.s.",,,,
3208,4.3,"Metallic substance, water-reactive, n.o.s.",,,,
3209,4.3,"Metallic substance, water-reactive, self-heating, n.o.s.",,,,
3210,5.1,"Chlorates, inorganic, aqueous solutions, n.o.s.",,,,
3211,5.1,"Perchlorates, inorganic, aqueous solution, n.o.s.",,,,
3212,5.1,"Hypochlorites, inorganic, n.o.s.",,,,
3213,5.1,"Bromates, inorganic, aqueous solution, n.o.s.",,,,
3214,5.1,"Permanganates, inorganic, aqueous solution, n.o.s.",,,,
3215,5.1,"Persulfates, inorganic, n.o.s.",,,,
3216,5.1,"Persulfates, inorganic, aqueous solution, n.o.s.",,,,
3218,5.1,"Nitrates, inorganic, aqueous solution, n.o.s.",,,,
3219,5.1,"Nitrites, inorganic, aqueous solution, n.o.s.",,,,
3220,2.2,Pentafluoroethane or Refrigerant gas R 125,,,,
3221,4.1,Self-reactive liquid type B,,,,
3222,4.1,Self-reactive solid type B,,,,
3223,4.1,Self-reactive liquid type C,,,,
3224,4.1,Self-reactive solid type C,,,,
3225,4.1,Self-reactive liquid type D,,,,
3226,4.1,Self-reactive solid type D,,,,
3227,4.1,Self-reactive liquid type E,,,,
3228,4.1,Self-reactive solid type E,,,,
3229,4.1,Self-reactive liquid type F,,,,
3230,4.1,Self-reactive solid type F,,,,
3231,4.1,"Self-reactive liquid type B, temperature controlled",,,,
3232,4.1,"Self-reactive solid type B, temperature controlled",,,,
3233,4.1,"Self-reactive liquid type C, temperature controlled",,,,
3234,4.1,"Self-reactive solid type C, temperature controlled",,,,
3235,4.1,"Self-reactive liquid type D, temperature controlled",,,,
3236,4.1,"Self-reactive solid type D, temperature controlled",,,,
3237,4.1,"Self-reactive liquid type E, temperature controlled",,,,
3238,4.1,"Self-reactive solid type E, temperature controlled",,,,
3239,4.1,"Self-reactive liquid type F, temperature controlled",,,,
3240,4.1,"Self-reactive solid type F, temperature controlled",,,,
3241,4.1,"2-Bromo-2-nitropropane-1,3-diol",,,,
3242,4.1,Azodicarbonamide,,,,
3243,6.1,"Solids containing toxic liquid, n.o.s.",,,,
3244,8,"Solids containing corrosive liquid, n.o.s.",,,,
3245,9,Genetically modified microorganisms or Genetically modified organisms,,,,
3246,6.1,Methanesulfonyl chloride,,,,
3247,5.1,"Sodium peroxoborate, anhydrous,",,,,
3248,3,"Medicine, liquid, flammable, toxic, n.o.s.",,,,
3249,6.1,"Medicine, solid, toxic, n.o.s.",,,,
3250,6.1,"Chloroacetic acid, molten",3,1,0,
3251,4.1,Isosorbide-5-mononitrate,,,,
3252,2.1,Difluoromethane or Refrigerant gas R 32,,,,
3253,8,Disodium trioxosilicate,,,,
3254,4.2,Tributylphosphane,,,,
3255,4.2,tert-Butyl hypochlorite,,,,
3256,3,"Elevated temperature liquid, flammable, n.o.s., with flashpoint above 60 °C, at or above its flashpoint",,,,
3257,9,"Elevated temperature liquid, n.o.s., at or above 100 °C and below its flashpoint (including molten metals, molten salts, etc.)",,,,
3258,9,"Elevated temperature solid, n.o.s., at or above 240 °C, see 49 CFR 173.247(h)(4)",,,,
3259,8,"Amines, solid, corrosive, n.o.s. or Polyamines, solid, corrosive, n.o.s.",,,,
3260,8,"Corrosive solid, acidic, inorganic, n.o.s.",,,,
3261,8,"Corrosive solid, acidic, organic, n.o.s.",,,,
3262,8,"Corrosive solid, basic, inorganic, n.o.s.",,,,
3263,8,"Corrosive solid, basic, organic, n.o.s.",,,,
3264,8,"Corrosive liquid, acidic, inorganic, n.o.s.",,,,
3265,8,"Corrosive liquid, acidic, organic, n.o.s.",,,,
3266,8,"Corrosive liquid, basic, inorganic, n.o.s.",,,,
3267,8,"Corrosive liquid, basic, organic, n.o.s.",,,,
3268,9,Safety devices electrically initiated,,,,
3269,3,Polyester resin kit,,,,
3270,4.1,Nitrocellulose membrane filters,,,,
3271,3,"Ethers, n.o.s.",,,,
3272,3,"Esters, n.o.s.",,,,
3273,3,"Nitriles, flammable, toxic, n.o.s.",,,,
3274,3,"Alcoholates solution, n.o.s., in alcohol",,,,
3275,6.1,"Nitriles, toxic, flammable, n.o.s.",,,,
3276,6.1,"Nitriles, toxic, liquid, n.o.s.",,,,
3277,6.1,"Chloroformates, toxic, corrosive, n.o.s.",,,,
3278,6.1,"Organophosphorus compound, toxic, liquid, n.o.s.",,,,
3279,6.1,"Organophosphorus compound, toxic, flammable, n.o.s.",,,,
3280,6.1,"Organoarsenic compound, n.o.s.",,,,
3281,6.1,"Metal carbonyls, liquid, n.o.s.",,,,
3282,6.1,"Organometallic compound, toxic, liquid, n.o.s.",,,,
3283,6.1,"Selenium compound, solid, n.o.s.",,,,
3284,6.1,"Tellurium compound, solid, n.o.s.",,,,
3285,6.1,"Vanadium compound, n.o.s.",,,,
3286,3,"Flammable liquid, toxic, corrosive, n.o.s.",,,,
3287,6.1,"Toxic liquid, inorganic, n.o.s. or Toxic liquid, inorganic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
3288,6.1,"Toxic solid, inorganic, n.o.s.",,,,
3289,6.1,"Toxic liquid, corrosive, inorganic, n.o.s. or Toxic liquid, corrosive, inorganic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
3290,6.1,"Toxic solid, corrosive, inorganic, n.o.s.",,,,
3291,6.2,"Clinical waste, unspecified, n.o.s. or (Bio)medical waste, n.o.s. or Regulated medical waste, n.o.s",,,,
3292,4.3,"Batteries, containing sodium or Cells, containing sodium",,,,
3293,6.1,"Hydrazine, aqueous solution with not more than 37 percent hydrazine, by mass",,,,
3294,6.1,"Hydrogen cyanide, solution in alcohol with not more than 45 percent hydrogen cyanide",,,,
3295,3,"Hydrocarbons, liquid, n.o.s.",,,,
3296,2.2,Heptafluoropropane or Refrigerant gas R 227,,,,
3297,2.2,Ethylene oxide and chlorotetrafluoroethane mixture with not more than 8.8 percent ethylene oxide,,,,
3298,2.2,Ethylene oxide and pentafluoroethane mixture with not more than 7.9 percent ethylene oxide,,,,
3299,2.2,Ethylene oxide and tetrafluoroethane mixture with not more than 5.6 percent ethylene oxide,,,,
3300,2.3,Ethylene oxide and carbon dioxide mixture with more than 87 percent ethylene oxide,,,,
3301,8,"Corrosive liquid, self-heating, n.o.s.",,,,
3302,6.1,2-Dimethylaminoethyl acrylate,,,,
3303,2.3,"Compressed gas, toxic, oxidising, n.o.s.",,,,
3304,2.3,"Compressed gas, toxic, corrosive, n.o.s.",,,,
3305,2.3,"Compressed gas, toxic, flammable, corrosive, n.o.s.",,,,
3306,2.3,"Compressed gas, toxic, oxidising, corrosive, n.o.s.",,,,
3307,2.3,"Liquefied gas, toxic, oxidising, n.o.s.",,,,
3308,2.3,"Liquefied gas, toxic, corrosive, n.o.s.",,,,
3309,2.3,"Liquefied gas, toxic, flammable, corrosive, n.o.s.",,,,
3310,2.3,"Liquefied gas, toxic, oxidising, corrosive, n.o.s.",,,,
3311,2.2,"Gas, refrigerated liquid, oxidising, n.o.s.",,,,
3312,2.1,"Gas, refrigerated liquid, flammable, n.o.s.",,,,
3313,4.2,"Organic pigments, self-heating",,,,
3314,9,"Plastics moulding compound in dough, sheet or extruded rope form evolving flammable vapour",,,,
3315,6.1,"Chemical sample, toxic",,,,
3316,9,Chemical kit or First Aid kit containing dangerous goods,,,,
3317,4.1,"2-Amino-4,6-dinitrophenol, wetted, with not less than 20% water by mass",,,,
3318,2.3,"Ammonia solution, relative density less than 0.880 at 15 °C in water, with more than 50% ammonia",,,,
3319,4.1,"Nitroglycerin mixture, desensitized, solid, n.o.s., with more than 2% but not more than 10% nitroglycerin, by mass",,,,
3320,8,"Sodium borohydride and sodium hydroxide solution, with not more than 12% sodium borohydride and not more than 20% sodium hydroxide, by mass",,,,
3321,7,"Radioactive material, low specific activity (LSA-II), non-fissile or fissile excepted",,,,
3322,7,"Radioactive material, low specific activity (LSA-III), non-fissile or fissile excepted",,,,
3323,7,"Radioactive material, Type C package, non-fissile or fissile excepted",,,,
3324,7,"Radioactive material, low specific activity (LSA-II), fissile",,,,
3325,7,"Radioactive material, low specific activity (LSA-III), fissile",,,,
3326,7,"Radioactive material, surface contaminated objects (SCO-I or SCO-II), fissile",,,,
3327,7,"Radioactive material, Type A package, fissile, non-special form",,,,
3328,7,"Radioactive material, Type B (U) package, fissile",,,,
3329,7,"Radioactive material, Type B (M) package, fissile",,,,
3330,7,"Radioactive material, Type C package, fissile",,,,
3331,7,"Radioactive material, transported under special arrangements, fissile",,,,
3332,7,"Radioactive material, Type A package, special form, non-fissile or fissile excepted",,,,
3333,7,"Radioactive material, Type A package, special form, fissile",,,,
3334,9,"Aviation regulated liquid, n.o.s.",,,,
3335,9,"Aviation regulated solid, n.o.s.",,,,
3336,3,"Mercaptans, liquid, flammable, n.o.s. or Mercaptan mixture, liquid, flammable, n.o.s.",,,,
3337,2.2,Refrigerant gas R404A,,,,
3338,2.2,Refrigerant gas R407A,,,,
3339,2.2,Refrigerant gas R407B,,,,
3340,2.2,Refrigerant gas R407C,,,,
3341,4.2,Thiourea dioxide,,,,
3342,4.2,Xanthates,,,,
3343,3,"Nitroglycerin mixture, desensitized, liquid, flammable, n.o.s., with not more than 30% nitroglycerin by mass",,,,
3344,4.1,"Pentaerythritol tetranitrate mixture, desensitized, solid, n.o.s., with more than 10% but not more than 20% PETN by mass",,,,
3345,6.1,"Phenoxyacetic acid derivative pesticide, solid, toxic",,,,
3346,3,"Phenoxyacetic acid derivative pesticide, liquid, flammable, toxic flash point less than 23 °C",,,,
3347,6.1,"Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable flash point 23 °C or more",,,,
3348,6.1,"Phenoxyacetic acid derivative pesticide, liquid, toxic",,,,
3349,6.1,"Pyrethroid pesticide, solid, toxic",,,,
3350,3,"Pyrethroid pesticide, liquid, flammable, toxic flash point less than 23 °C",,,,
3351,6.1,"Pyrethroid pesticide, liquid, toxic, flammable flash point 23 °C or more",,,,
3352,6.1,"Pyrethroid pesticide, liquid, toxic",,,,
3354,2.1,"Insecticide gas, flammable, n.o.s.",,,,
3355,2.3,"Insecticide gas, toxic, flammable, n.o.s.",,,,
3356,5.1,"Oxygen generator, chemical",,,,
3357,3,"Nitroglycerin mixture, desensitized, liquid, n.o.s., with not more than 30% nitroglycerin by mass",,,,
3358,2.1,"Refrigerating machines, containing flammable, non-toxic, liquefied gas",,,,
3359,9,Fumigated unit,,,,
3360,4.1,"Fibres, vegetable, dry",,,,
3361,6.1,"Chlorosilanes, toxic, corrosive, n.o.s.",3,3,2,w
3362,6.1,"Chlorosilanes, toxic, corrosive, flammable, n.o.s.",3,3,2,w
3363,9,Dangerous goods in machinery or Dangerous goods in apparatus,,,,
3364,4.1,"Trinitrophenol (Picric acid), wetted, with not less than 10% water by mass",,,,
3365,4.1,"Trinitrochlorobenzene (Picryl chloride), wetted, with not less than 10% water by mass",,,,
3366,4.1,"Trinitrotoluene (TNT), wetted, with not less than 10% water by mass",,,,
3367,4.1,"Trinitrobenzene, wetted, with not less than 10% water by mass",,,,
3368,4.1,"Trinitrobenzoic acid, wetted, with not less than 10% water by mass",,,,
3369,4.1,"Sodium dinitro-o-cresolate, wetted, with not less than 10% water by mass",,,,
3370,4.1,"Urea nitrate, wetted, with not less than 10% water by mass",,,,
3371,3,2-Methylbutanal,,,,
3373,6.2,"Biological substance, Category B",,,,
3374,2.1,"Acetylene, solvent free",1,4,3,
3375,5.1,Ammonium nitrate emulsion or suspension or gel,,,,
3376,4.1,"4-Nitrophenylhydrazine, with not less than 30% water by mass",,,,
3377,5.1,Sodium perborate monohydrate,,,,
3378,5.1,Sodium carbonate peroxyhydrate,,,,
3379,3,"Desensitized explosive, liquid, n.o.s.",,,,
3380,4.1,"Desensitized explosive, solid, n.o.s.",,,,
3381,6.1,"Toxic by inhalation liquid, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3382,6.1,"Toxic by inhalation liquid, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3383,6.1,"Toxic by inhalation liquid, flammable, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3384,6.1,"Toxic by inhalation liquid, flammable, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3385,6.1,"Toxic by inhalation liquid, water-reactive, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3386,6.1,"Toxic by inhalation liquid, water-reactive, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3387,6.1,"Toxic by inhalation liquid, oxidising, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3388,6.1,"Toxic by inhalation liquid, oxidising, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3389,6.1,"Toxic by inhalation liquid, corrosive, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3390,6.1,"Toxic by inhalation liquid, corrosive, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3391,4.2,"Organometallic substance, solid, pyrophoric",,,,
3392,4.2,"Organometallic substance, liquid, pyrophoric",,,,
3393,4.2,"Organometallic substance, solid, pyrophoric, water-reactive",,,,
3394,4.2,"Organometallic substance, liquid, pyrophoric, water-reactive",,,,
3395,4.3,"Organometallic substance, solid, water-reactive",,,,
3396,4.3,"Organometallic substance, solid, water-reactive, flammable",,,,
3397,4.3,"Organometallic substance, solid, water-reactive, self-heating",,,,
3398,4.3,"Organometallic substance, liquid, water-reactive",,,,
3399,4.3,"Organometallic substance, liquid, water-reactive, flammable",,,,
3400,4.3,"Organometallic substance, liquid, water-reactive, self-heating",,,,
3401,4.3,"Alkali metal amalgam, solid",,,,
3402,4.3,"Alkaline earth metal amalgam, solid",,,,
3403,4.3,"Potassium metal alloys, solid",,,,
3404,4.3,"Potassium sodium alloys, solid",,,,
3405,5.1,Barium chlorate solution,,,,
3406,5.1,Barium perchlorate solution,,,,
3407,5.1,Chlorate and magnesium chloride mixture solution,,,,
3408,5.1,Lead perchlorate solution,,,,
3409,6.1,"Chloronitrobenzenes, liquid",,,,
3410,6.1,4-Chloro-o-toluidine hydrochloride solution,,,,
3411,6.1,beta-Naphthylamine solution,,,,
3412,8,"Formic acid a. with not less than 10% but not more than 85% acid by mass, or, b. with not less than 5% but not more than 10% acid by mass",,,,
3413,6.1,Potassium cyanide solution,,,,
3414,6.1,Sodium cyanide solution,,,,
3415,6.1,Sodium fluoride solution,,,,
3416,6.1,"Chloroacetophenone, liquid",,,,
3417,6.1,Xylyl bromide solution,,,,
3418,6.1,"2,4-Toluylenediamine solution",,,,
3419,8,"Boron trifluoride-acetic acid complex, solid",,,,
3420,8,"Boron trifluoride-propionic acid complex, solid",,,,
3421,8,Potassium hydrogen difluoride solution,,,,
3422,6.1,Potassium fluoride solution,,,,
3423,8,"Tetramethylammonium hydroxide, solid",,,,
3424,6.1,Ammonium dinitro-o-cresolate solution,,,,
3425,8,"Bromoacetic acid, solid",,,,
3426,6.1,Acrylamide solution,3,2,2,
3427,6.1,"Chlorobenzyl chlorides, solid",,,,
3428,6.1,"3-Chloro-4-methylphenyl isocyanate, solid",,,,
3429,6.1,"Chlorotoluidines, liquid",,,,
3430,6.1,"Xylenols, liquid",,,,
3431,6.1,"Nitrobenzotrifluorides, solid",,,,
3432,9,"Polychlorinated biphenyls, solid",2,1,0,
3434,6.1,"Nitrocresols, liquid",,,,
3436,6.1,"Hexafluoroacetone hydrate, solid",,,,
3437,6.1,"Chlorocresols, solid",,,,
3438,6.1,"alpha-Methylbenzyl alcohol, solid",,,,
3439,6.1,"Nitriles, solid, toxic, n.o.s.",,,,
3440,6.1,"Selenium compound, liquid, n.o.s.",,,,
3441,6.1,"Chlorodinitrobenzenes, solid",,,,
3442,6.1,"Dichloroanilines, solid",,,,
3443,6.1,"Dinitrobenzenes, solid",,,,
3444,6.1,"Nicotine hydrochloride, solid",,,,
3445,6.1,"Nicotine sulphate, solid",,,,
3446,6.1,"Nitrotoluenes, solid",,,,
3447,6.1,"Nitroxylenes, solid",,,,
3448,6.1,"Tear gas substance, solid, n.o.s.",,,,
3449,6.1,"Bromobenzyl cyanides, solid",,,,
3450,6.1,"Diphenylchloroarsine, solid",,,,
3451,6.1,"Toluidines, solid",,,,
3452,6.1,"Xylidines, solid",,,,
3453,8,"Phosphoric acid, solid",,,,
3454,6.1,"Dinitrotoluenes, solid",3,1,3,
3455,6.1,"Cresols, solid",,,,
3456,8,"Nitrosylsulphuric acid, solid",,,,
3457,6.1,"Chloronitrotoluenes, solid",,,,
3458,6.1,"Nitroanisoles, solid",,,,
3459,6.1,"Nitrobromobenzenes, solid",,,,
3460,6.1,"N-Ethylbenzyltoluidines, solid",,,,
3462,6.1,"Toxins extracted from living sources, solid, n.o.s.",,,,
3463,8,Propionic acid with not less than 90% acid by mass,,,,
3464,6.1,"Organophosphorus compound, toxic, solid, n.o.s.",,,,
3465,6.1,"Organoarsenic compound, solid, n.o.s.",,,,
3466,6.1,"Metal carbonyls, solid, n.o.s.",,,,
3467,6.1,"Organometallic compound, toxic, solid, n.o.s.",,,,
3468,2.1,Hydrogen in metal hydride storage system,,,,
3469,3,"Paint, flammable, corrosive or Paint related material, flammable, corrosive",,,,
3470,8,"Paint, corrosive, flammable or Paint related material, corrosive, flammable",,,,
3471,8,"Hydrogen difluorides solution, n.o.s.",,,,
3472,8,"Crotonic acid, liquid",,,,
3473,3,"Fuel cell cartridges, or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing flammable liquids",,,,
3474,4.1,"1-Hydroxybenzotriazole, anhydrous, wetted with not less than 20% water, by mass",,,,
3475,3,"Ethanol and gasoline mixture or ethanol and motor spirit mixture or ethanol and petrol mixture, with more than 10% ethanol",,,,
3476,4.3,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing water-reactive substances",,,,
3477,8,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing corrosive substances",,,,
3478,2.1,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing liquefied flammable gas",,,,
3479,2.1,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing hydrogen in metal hydride",,,,
3480,9,Lithium-ion batteries (including lithium-ion polymer batteries),,,,
3481,9,Lithium-ion batteries contained in equipment or lithium-ion batteries packed with equipment (including lithium-ion polymer batteries),,,,
3482,4.3,"Alkali metal dispersion, flammable or alkaline earth metal dispersion, flammable",,,,
3483,6.1,"Motor fuel anti-knock mixture, flammable",,,,
3484,8,"Hydrazine aqueous solution, flammable with more than 37% hydrazine, by mass",,,,
3485,5.1,"Calcium hypochlorite, dry, corrosive or Calcium hypochlorite mixture, dry, corrosive with more than 39% available chlorine (8.8% available oxygen)",,,,
3486,5.1,"Calcium hypochlorite mixture, dry, corrosive with more than 10% but not more than 39% available chlorine",,,,
3487,5.1,"Calcium hypochlorite, hydrated, corrosive or Calcium hypochlorite mixture, hydrated, corrosive with not less than 5.5% but not more than 16% water",,,,
3488,6.1,"Toxic by inhalation liquid, flammable, corrosive, N.O.S. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3489,6.1,"Toxic by inhalation liquid, flammable, corrosive, N.O.S. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3490,6.1,"Toxic by inhalation liquid, water reactive, flammable, N.O.S. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapour concentration greater than or equal to 500 LC50",,,,
3491,6.1,"Toxic by inhalation liquid, water reactive, flammable, N.O.S. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapour concentration greater than or equal to 10 LC50",,,,
3494,3,"Petroleum sour crude oil, flammable, toxic",,,,
3495,8,Iodine,,,,
3496,9,"Batteries, nickel-metal hydride",,,,
3497,4.2,Krill meal,,,,
3498,8,"Iodine Monochloride, liquid",,,,
3499,9,"Capacitor, electric double layer (with an energy storage capacity greater than 0.3 Wh)",,,,
3500,2.2,"Chemical under Pressure, N.O.S.",,,,
3501,2.1,"Chemical under pressure, flammable, not otherwise specified",,,,
3502,2.2,"Chemical under pressure, toxic, not otherwise specified",,,,
3503,2.2,"Chemical under pressure, corrosive, not otherwise specified",,,,
3504,2.1,"Chemical under pressure, flammable, toxic, not otherwise specified",,,,
3505,2.1,"Chemical under pressure, flammable, corrosive, not otherwise specified",,,,
3506,8,Mercury contained in manufactured articles,,,,
3507,6.1,"Uranium hexafluoride, radioactive material, excepted package, less than 0.1 kg per package, non-fissile or fissile excepted",,,,
3508,9,"Capacitor, asymmetric, electric double layer (with an energy storage capacity greater than 0.3 Wh)",,,,
3509,9,"Packaging, discarded, empty, uncleaned",,,,
3510,2.1,"Adsorbed gas, flammable, not otherwise specified",,,,
3511,2.2,"Adsorbed gas, not otherwise specified",,,,
3512,2.3,"Adsorbed gas, toxic, not otherwise specified",,,,
3513,2.2,"Adsorbed gas, oxidizing, not otherwise specified",,,,
3514,2.3,"Adsorbed gas, toxic, flammable, not otherwise specified",,,,
3515,2.3,"Adsorbed gas, toxic, oxidizing, not otherwise specified",,,,
3516,2.3,"Adsorbed gas, toxic, corrosive, not otherwise specified",,,,
3517,2.3,"Adsorbed gas, toxic, flammable, corrosive, not otherwise specified",,,,
3518,2.3,"Adsorbed gas, toxic, oxidizing, corrosive, not otherwise specified",,,,
3519,2.3,"Boron trifluoride, adsorbed",,,,
3520,2.3,"Chlorine, adsorbed",,,,
3521,2.3,"Silicon tetrafluoride, adsorbed",3,0,2,w
3522,2.3,"Arsine, adsorbed",,,,
3523,2.3,"Germane, adsorbed",,,,
3524,2.3,"Phosphorus pentafluoride, adsorbed",,,,
3525,2.3,"Phosphine, adsorbed",,,,
3526,2.3,"Hydrogen selenide, adsorbed",,,,
3527,4.1,"Polyester resin kit, solid base material",,,,
3528,3,"Engine, internal combustion, flammable liquid powered or engine, fuel cell, flammable liquid powered or machinery, internal combustion, flammable liquid powered or machinery, fuel cell, flammable liquid powered",,,,
3529,2.1,"Engine, internal combustion, flammable gas powered or engine, fuel cell, flammable gas powered or machinery, internal combustion, flammable gas powered or machinery, fuel cell, flammable gas powered",,,,
3530,9,"Engine, internal combustion or machinery, internal combustion",,,,
3531,4.1,"Polymerizing substance, solid, stabilized, not otherwise specified",,,,
3532,4.1,"Polymerizing substance, liquid, stabilized, not otherwise specified",,,,
3533,4.1,"Polymerizing substance, solid, stabilized, temperature controlled, not otherwise specified",,,,
3534,4.1,"Polymerizing substance, liquid, stabilized, temperature controlled, not otherwise specified",,,,
3535,6.1,"Toxic solid, flammable, inorganic, not otherwise specified",,,,
3536,9,Lithium batteries installed in cargo transport unit lithium ion batteries or lithium metal batteries,,,,
3537,2.1,"Articles containing flammable gas, not otherwise specified",,,,
3538,2.2,"Articles containing non-flammable, non toxic gas, not otherwise specified",,,,
3539,2.3,"Articles containing toxic gas, not otherwise specified",,,,
3540,3,"Articles containing flammable liquid, not otherwise specified",,,,
3541,4.1,"Articles containing flammable solid, not otherwise specified",,,,
3542,4.2,"Articles containing a substance liable to spontaneous combustion, not otherwise specified",,,,
3543,4.3,"Articles containing a substance which emits flammable gas in contact with water, not otherwise specified",,,,
3544,5.1,"Articles containing oxidizing substance, not otherwise specified",,,,
3545,5.2,"Articles containing organic peroxide, not otherwise specified",,,,
3546,6.1,"Articles containing toxic substance, not otherwise specified",,,,
3547,8,"Articles containing corrosive substance, not otherwise specified",,,,
3548,9,"Articles containing miscellaneous dangerous goods, not otherwise specified",,,,
3549,6.2,"Medical waste, category A, affecting humans, solid or Medical waste, category A, affecting animals only, solid",,,,
3550,6.1,"Cobalt dihydroxide powder, containing not less than 10 % respirable particles",,,,
3551,9,Sodium ion batteries with organic electrolyte,,,,
3552,9,"Sodium ion batteries contained in equipment or sodium ion batteries packed with equipment, with organic electrolyte",,,,
3553,2.1,Disilane,,,,
3554,8,Gallium contained in manufactured articles,,,,
